Wall time,Step,Value
1763292101.5969892,32768,79.59747314453125
1763292156.6824524,65536,75.28688049316406
1763292208.8216953,98304,74.80685424804688
1763292272.4897518,131072,74.64390563964844
1763292324.4999645,163840,74.10221099853516
1763292370.1137035,196608,74.23118591308594
1763292429.317555,229376,74.58129119873047
1763292477.5249982,262144,74.7811050415039
1763292526.1715488,294912,74.8785171508789
1763292584.4406612,327680,75.05479431152344
1763292633.037071,360448,75.18352508544922
1763292681.3022835,393216,75.2693099975586
1763292739.6126745,425984,75.43263244628906
1763292788.6289787,458752,75.55962371826172
1763292837.3241868,491520,75.62731170654297
1763292885.8487556,524288,75.67778015136719
1763292943.6119032,557056,75.7901840209961
1763292993.8344088,589824,75.84208679199219
1763293047.2398646,622592,75.90929412841797
1763293111.9538293,655360,76.01200866699219
1763293168.8646336,688128,76.07603454589844
1763293222.9672816,720896,76.21631622314453
1763293283.5262318,753664,76.21539306640625
1763293335.0273185,786432,76.24451446533203
1763293387.0622287,819200,76.27757263183594
1763293449.0018756,851968,76.23341369628906
1763293502.7554927,884736,76.14266967773438
1763293554.02741,917504,76.13758087158203
1763293615.0761607,950272,76.13167572021484
1763293666.2876108,983040,76.01557159423828
1763293720.0239308,1015808,76.05197143554688
1763293778.508399,1048576,76.12081146240234
1763293842.346483,1081344,76.1914291381836
1763293897.536341,1114112,76.31578826904297
1763293951.8683486,1146880,76.33413696289062
1763294015.0784502,1179648,76.58924102783203
1763294067.6064186,1212416,76.6773681640625
1763294120.0139601,1245184,76.82726287841797
1763294183.9994342,1277952,77.1086654663086
1763294246.356083,1310720,77.40451049804688
1763294307.5559988,1343488,77.5167007446289
1763294375.933467,1376256,77.80030059814453
1763294430.3217328,1409024,77.99022674560547
1763294482.0483358,1441792,78.10568237304688
1763294536.5995033,1474560,78.25552368164062
1763294603.711911,1507328,78.52706909179688
1763294655.301119,1540096,78.75749206542969
1763294706.2115438,1572864,78.87364196777344
1763294766.0535316,1605632,78.90071105957031
1763294815.9609516,1638400,78.98892211914062
1763294867.9392426,1671168,78.97151184082031
1763294930.6019676,1703936,78.95573425292969
1763294977.4783201,1736704,79.07197570800781
1763295025.104269,1769472,79.15487670898438
1763295093.8215992,1802240,79.30033874511719
1763295146.6768482,1835008,79.31051635742188
1763295194.943825,1867776,79.39567565917969
1763295256.7350464,1900544,79.54476165771484
1763295317.9379659,1933312,79.51994323730469
1763295381.6738894,1966080,79.50093841552734
1763295439.8788242,1998848,79.6023178100586
1763295512.7782314,2031616,79.70015716552734
