Wall time,Step,Value
1767537586.000538,25000,0.0
1767537589.5598087,32768,57.0
1767537613.4625206,50000,1.0
1767537620.4387457,65536,19.0
1767537640.6700773,75000,6.0
1767537651.0223231,98304,3.0
1767537667.5056577,100000,6.0
1767537683.735319,125000,10.0
1767537686.500112,131072,94.0
1767537710.2159727,150000,24.0
1767537716.3096228,163840,42.0
1767537736.8345976,175000,35.0
1767537746.3039856,196608,14.0
1767537763.352898,200000,59.0
1767537779.468317,225000,54.0
1767537781.4837184,229376,0.0
1767537806.6756551,250000,76.0
1767537812.5006645,262144,77.0
1767537834.2344086,275000,94.0
1767537843.7465534,294912,41.0
1767537861.8645513,300000,128.0
1767537879.1048267,325000,1.0
1767537880.4655755,327680,13.0
1767537906.4395008,350000,1.0
1767537911.528896,360448,0.0
1767537933.955612,375000,10.0
1767537942.610119,393216,73.0
1767537961.514666,400000,15.0
1767537978.9116352,425000,33.0
1767537979.4548895,425984,44.0
1767538006.1927824,450000,36.0
1767538010.4776385,458752,6.0
1767538033.6961904,475000,56.0
1767538041.5545945,491520,127.0
1767538061.1017957,500000,65.0
1767538072.671439,524288,73.0
1767538088.7703826,525000,79.0
1767538105.9893215,550000,108.0
1767538109.3982413,557056,29.0
1767538133.473755,575000,128.0
1767538140.545248,589824,2.0
1767538161.2186148,600000,145.0
1767538171.9978118,622592,124.0
1767538188.8867664,625000,1.0
1767538206.1964428,650000,6.0
1767538208.9005845,655360,83.0
1767538233.8494022,675000,16.0
1767538240.1083539,688128,30.0
1767538261.627922,700000,33.0
1767538271.5734625,720896,1.0
1767538289.2162194,725000,57.0
1767538306.3822458,750000,51.0
1767538308.2284317,753664,110.0
1767538333.9155743,775000,74.0
1767538339.3908226,786432,65.0
1767538361.5404675,800000,98.0
1767538370.7077043,819200,22.0
1767538389.029427,825000,100.0
1767538406.102671,850000,132.0
1767538407.0945098,851968,148.0
1767538433.3484719,875000,139.0
1767538437.950434,884736,102.0
1767538460.8298242,900000,150.0
1767538469.0996084,917504,53.0
1767538488.074009,925000,2.0
1767538505.0997727,950000,6.0
1767538505.3127396,950272,9.0
1767538532.524163,975000,15.0
1767538536.3694685,983040,146.0
1767538559.6477683,1000000,37.0
1767538567.2412698,1015808,89.0
